Row.names	p	siggenesGO	allgenesGO	allgenes-allgenesGO	siggenes	Ontology	Term
GO:0000042	0.0259155961299449	1	11	100238	239	BP	protein targeting to Golgi
GO:0000082	0.00356775367819913	2	37	100212	239	BP	G1/S transition of mitotic cell cycle
GO:0001516	0.00476246732819063	1	2	100247	239	BP	prostaglandin biosynthetic process
GO:0002011	0.0212539319479473	1	9	100240	239	BP	morphogenesis of an epithelial sheet
GO:0002088	0.0305551497565233	1	13	100236	239	BP	lens development in camera-type eye
GO:0002115	0.0165700522838819	1	7	100242	239	BP	store-operated calcium entry
GO:0006000	0.000582254839932789	2	15	100234	239	BP	fructose metabolic process
GO:0006003	0.000751789350846948	2	17	100232	239	BP	fructose 2,6-bisphosphate metabolic process
GO:0006085	0.000505415631992267	2	14	100235	239	BP	acetyl-CoA biosynthetic process
GO:0006598	0.00238406368143329	1	1	100248	239	BP	polyamine catabolic process
GO:0006788	0.000117927343588761	2	7	100242	239	BP	heme oxidation
GO:0006954	1.13900473416725e-06	6	138	100111	239	BP	inflammatory response
GO:0006955	4.38346478459112e-07	8	279	99970	239	BP	immune response
GO:0006986	0.0488943400175293	1	21	100228	239	BP	response to unfolded protein
GO:0007052	0.00138541945718169	2	23	100226	239	BP	mitotic spindle organization
GO:0007093	0.000844433812393016	2	18	100231	239	BP	mitotic cell cycle checkpoint
GO:0007155	0.0174150660867647	3	227	100022	239	BP	cell adhesion
GO:0007265	0.00773426717574349	2	55	100194	239	BP	Ras protein signal transduction
GO:0007420	0.000461994262511299	4	148	100101	239	BP	brain development
GO:0007566	0.0305551497565233	1	13	100236	239	BP	embryo implantation
GO:0007602	0.0165700522838819	1	7	100242	239	BP	phototransduction
GO:0007612	0.0328666677661025	1	14	100235	239	BP	learning
GO:0007613	5.17999742270562e-05	3	30	100219	239	BP	memory
GO:0008063	0.0259155961299449	1	11	100238	239	BP	Toll signaling pathway
GO:0008217	0.0374732512181158	1	16	100233	239	BP	regulation of blood pressure
GO:0009314	0.0212539319479473	1	9	100240	239	BP	response to radiation
GO:0009750	0.00476246732819063	1	2	100247	239	BP	response to fructose
GO:0010042	0.0282381302240503	1	12	100237	239	BP	response to manganese ion
GO:0010226	0.00476246732819063	1	2	100247	239	BP	response to lithium ion
GO:0010243	0.0165700522838819	1	7	100242	239	BP	response to organonitrogen compound
GO:0010575	0.0259155961299449	1	11	100238	239	BP	positive regulation of vascular endothelial growth factor production
GO:0010842	0.0351726972608288	1	15	100234	239	BP	retina layer formation
GO:0010942	0.044342189181564	1	19	100230	239	BP	positive regulation of cell death
GO:0016266	0.000367721094785119	2	12	100237	239	BP	O-glycan processing
GO:0019233	0.00713522432150271	1	3	100246	239	BP	sensory perception of pain
GO:0019371	0.00950234801109806	1	4	100245	239	BP	cyclooxygenase pathway
GO:0019413	0.000201525072285403	2	9	100240	239	BP	acetate biosynthetic process
GO:0019427	8.43666867434051e-05	2	6	100243	239	BP	acetyl-CoA biosynthetic process from acetate
