pathway	Ontology	Description	pval	padj	ES	NES	nMoreExtreme	size

GO:0006695	BP	cholesterol biosynthetic process	2.1439444289604e-05	0.00456675538570031	0.791722538269725	2.26344665556673	0	24
GO:0043390	BP	aflatoxin B1 metabolic process	2.13255992493389e-05	0.00456675538570031	0.817171814546088	2.26323867959693	0	21
GO:0048252	BP	lauric acid metabolic process	2.13255992493389e-05	0.00456675538570031	0.817171814546088	2.26323867959693	0	21
GO:0002933	BP	lipid hydroxylation	2.13255992493389e-05	0.00456675538570031	0.817171814546088	2.26323867959693	0	21
GO:0042742	BP	defense response to bacterium	2.24391338494334e-05	0.00456675538570031	0.646848037870616	2.32921986196908	0	73
GO:0007596	BP	blood coagulation	2.27484701653814e-05	0.00456675538570031	0.564800384847708	2.08773176484586	0	86
GO:0071356	BP	cellular response to tumor necrosis factor	2.15968727728225e-05	0.00456675538570031	0.751958171849502	2.26113550462884	0	30
GO:0030317	BP	sperm motility	2.14619908142679e-05	0.00456675538570031	0.828013175773853	2.43382634753688	0	27
GO:0006633	BP	fatty acid biosynthetic process	2.24310805051479e-05	0.00456675538570031	0.613163434473062	2.19688868546682	0	71
GO:0009166	BP	nucleotide catabolic process	1.91102277939153e-05	0.00456675538570031	-0.883028392426026	-2.0340402168637	0	11
GO:0008203	BP	cholesterol metabolic process	2.2344371452831e-05	0.00456675538570031	0.593246489032724	2.09726502291392	0	66
GO:0009566	BP	fertilization	2.13954085453262e-05	0.00456675538570031	0.782813112244571	2.19277897407292	0	22
GO:0006642	BP	triglyceride mobilization	2.11806070361977e-05	0.00456675538570031	0.857378275907767	2.17805140899112	0	15
GO:0034383	BP	low-density lipoprotein particle clearance	2.11501448784924e-05	0.00456675538570031	0.907879623596704	2.34910799186357	0	16
GO:0034374	BP	low-density lipoprotein particle remodeling	2.11806070361977e-05	0.00456675538570031	0.879803049338153	2.23501845695445	0	15
GO:0009743	BP	response to carbohydrate	2.11590952370877e-05	0.00456675538570031	0.928671196112567	2.31677173399532	0	14
GO:0030212	BP	hyaluronan metabolic process	2.14141933273374e-05	0.00456675538570031	0.807764452337717	2.28540817504917	0	23
GO:0006635	BP	fatty acid beta-oxidation	2.19034059796298e-05	0.00456675538570031	0.681918025633401	2.23013715565044	0	44
GO:0071379	BP	cellular response to prostaglandin stimulus	2.10123762896346e-05	0.00456675538570031	0.93124315224427	2.23079712848931	0	12
GO:0042158	BP	lipoprotein biosynthetic process	2.11806070361977e-05	0.00456675538570031	0.900818530019571	2.28840539081433	0	15
GO:0042159	BP	lipoprotein catabolic process	2.11806070361977e-05	0.00456675538570031	0.852662291486664	2.16607110018018	0	15
GO:0042953	BP	lipoprotein transport	2.11590952370877e-05	0.00456675538570031	0.834587171197541	2.08205872636025	0	14
GO:0010886	BP	positive regulation of cholesterol storage	2.11806070361977e-05	0.00456675538570031	0.889087092002704	2.25860328849832	0	15
GO:0010744	BP	positive regulation of macrophage derived foam cell differentiation	2.11806070361977e-05	0.00456675538570031	0.833143873419328	2.11648724767607	0	15
GO:0045540	BP	regulation of cholesterol biosynthetic process	2.10123762896346e-05	0.00456675538570031	0.93124315224427	2.23079712848931	0	12
